Wilayah;Keterangan;Bahasa Indonesia;Bahasa Inggris;Matematika;IPA;Fisika;Kimia;Biologi;Ekonomi;Sosiologi;Geografi;Kejuruan;Jumlah Peserta;latitude;longitude
Kabupaten Aceh Tengah;Nilai Rata-rata Sekolah UN SMP;76,8;73,38;73,98;70,13;;;;;;;;3415;44.482.641;968.350.999
Kabupaten Aceh Tengah;Nilai Rata-rata Sekolah UN SMA IPA;74,21;74,37;77,2;;74,76;73,61;79,53;;;;;1176;44.482.641;968.350.999
Kabupaten Aceh Tengah;Nilai Rata-rata Sekolah UN SMA IPS;76,57;73,13;83,38;;;;;62,63;71,34;76,43;;1030;44.482.641;968.350.999
Kabupaten Aceh Tengah;Nilai Rata-rata Sekolah UN SMA SMK;66,93;60,54;60,82;;;;;;;;77,11;451;44.482.641;968.350.999
Kabupaten Aceh Tenggara;Nilai Rata-rata Sekolah UN SMA SMK;46,04;38,5;26,4;;;;;;;;73,46;530;33.088.666;976.982.272
Kabupaten Aceh Tenggara;Nilai Rata-rata Sekolah UN SMA IPS;74,81;72,6;82,85;;;;;61,17;68,34;76,3;;1210;33.088.666;976.982.272
Kabupaten Aceh Tenggara;Nilai Rata-rata Sekolah UN SMA IPA;72,29;74,48;76,83;;74,27;73,54;78,69;;;;;1726;33.088.666;976.982.272
Kabupaten Aceh Tenggara;Nilai Rata-rata Sekolah UN SMP;68,39;64,57;64,65;61,6;;;;;;;;4305;33.088.666;976.982.272
Kabupaten Aceh Timur;Nilai Rata-rata Sekolah UN SMA SMK;49,31;58,37;51,43;;;;;;;;76,34;691;5.255.443;959.885.456
Kabupaten Aceh Timur;Nilai Rata-rata Sekolah UN SMA IPS;65,23;67,1;60,24;;;;;44,03;57,7;55,6;;1111;5.255.443;959.885.456
Kabupaten Aceh Timur;Nilai Rata-rata Sekolah UN SMA IPA;71,09;70,88;64,94;;63,7;68,25;53,93;;;;;1931;5.255.443;959.885.456
Kabupaten Aceh Timur;Nilai Rata-rata Sekolah UN SMP;65,37;68,07;69,97;65,78;;;;;;;;6700;5.255.443;959.885.456
Kabupaten Aceh Utara;Nilai Rata-rata Sekolah UN SMP;54,92;56,97;64,82;60,75;;;;;;;;11017;49.786.331;972.221.421
Kabupaten Aceh Utara;Nilai Rata-rata Sekolah UN SMA IPA;66,48;64,52;57,97;;60,44;67,45;66,99;;;;;4080;49.786.331;972.221.421
Kabupaten Aceh Utara;Nilai Rata-rata Sekolah UN SMA IPS;55,9;58,87;54,21;;;;;46,84;52,97;52,42;;1662;49.786.331;972.221.421
Kabupaten Aceh Utara;Nilai Rata-rata Sekolah UN SMA SMK;61,29;65,88;54,97;;;;;;;;83;983;49.786.331;972.221.421
Kabupaten Agam;Nilai Rata-rata Sekolah UN SMP;73,21;50,85;44,79;50,09;;;;;;;;8249;-0.2209392;1.001.703.257
Kabupaten Agam;Nilai Rata-rata Sekolah UN SMA IPA;78,65;53,56;56,22;;73,42;65,61;66;;;;;1414;-0.2209392;1.001.703.257
Kabupaten Agam;Nilai Rata-rata Sekolah UN SMA IPS;71,46;45;68,19;;;;;55,56;59,68;45,51;;2358;-0.2209392;1.001.703.257
Kabupaten Agam;Nilai Rata-rata Sekolah UN SMA SMK;61,55;42,36;35,08;;;;;;;;75,98;1515;-0.2209392;1.001.703.257
Kabupaten Alor;Nilai Rata-rata Sekolah UN SMP;66,87;64,8;58,55;63;;;;;;;;3566;-82.754.027;1.247.298.765
Kabupaten Alor;Nilai Rata-rata Sekolah UN SMA IPA;61,19;41,78;25,56;;29,14;28,55;30,38;;;;;810;-82.754.027;1.247.298.765
Kabupaten Alor;Nilai Rata-rata Sekolah UN SMA IPS;48,01;38,26;28,36;;;;;29,11;42,83;32,27;;1020;-82.754.027;1.247.298.765
Kabupaten Alor;Nilai Rata-rata Sekolah UN SMA SMK;51,92;44,93;30,46;;;;;;;;78,72;831;-82.754.027;1.247.298.765
Kabupaten Asahan;Nilai Rata-rata Sekolah UN SMA SMK;69,4;72,68;77,99;;;;;;;;83,48;3250;28.174.722;99.634.135
Kabupaten Asahan;Nilai Rata-rata Sekolah UN SMA IPS;79,31;74,19;71,92;;;;;67,01;68,82;55,93;;2182;28.174.722;99.634.135
Kabupaten Asahan;Nilai Rata-rata Sekolah UN SMA IPA;81,44;75,87;68,47;;74,81;76,96;72,7;;;;;3503;28.174.722;99.634.135
Kabupaten Asahan;Nilai Rata-rata Sekolah UN SMP;78,38;79,01;65,45;74,61;;;;;;;;13198;28.174.722;99.634.135
Kabupaten Asmat;Nilai Rata-rata Sekolah UN SMP;64,95;66,47;57,12;62,82;;;;;;;;484;-50.573.958;1.383.988.186
Kabupaten Asmat;Nilai Rata-rata Sekolah UN SMA IPA;74,05;57,35;42,72;;65,72;72,41;67,28;;;;;80;-50.573.958;1.383.988.186
Kabupaten Asmat;Nilai Rata-rata Sekolah UN SMA SMK;55,43;72,57;46,07;;;;;;;;66,59;7;-50.573.958;1.383.988.186
Kabupaten Asmat;Nilai Rata-rata Sekolah UN SMA IPS;71,89;54,98;56,41;;;;;55,76;65,75;56,19;;191;-50.573.958;1.383.988.186
Kabupaten Badung;Nilai Rata-rata Sekolah UN SMP;76,19;78,47;74,66;77,81;;;;;;;;9529;-85.819.296;1.151.770.586
Kabupaten Badung;Nilai Rata-rata Sekolah UN SMA IPS;75,71;82,84;77,05;;;;;75,02;77,45;69,31;;1164;-85.819.296;1.151.770.586
Kabupaten Badung;Nilai Rata-rata Sekolah UN SMA IPA;83,22;86,37;81,34;;86,93;82,57;83,07;;;;;2152;-85.819.296;1.151.770.586
Kabupaten Badung;Nilai Rata-rata Sekolah UN SMA SMK;77,25;79;76,36;;;;;;;;81,26;4225;-85.819.296;1.151.770.586
Kabupaten Balangan;Nilai Rata-rata Sekolah UN SMA IPA;69,59;48,22;33,94;;41,54;32;35,24;;;;;390;-23.260.425;1.156.154.732
Kabupaten Balangan;Nilai Rata-rata Sekolah UN SMP;69;44,38;38,88;44,57;;;;;;;;1775;-23.260.425;1.156.154.732
Kabupaten Balangan;Nilai Rata-rata Sekolah UN SMA IPS;60,89;37,99;27,24;;;;;32,5;48,74;37,18;;423;-23.260.425;1.156.154.732
Kabupaten Balangan;Nilai Rata-rata Sekolah UN SMA SMK;71,25;47,75;38,42;;;;;;;;77,6;331;-23.260.425;1.156.154.732
Kabupaten Bandung;Nilai Rata-rata Sekolah UN SMP;66,85;55,34;53,31;55,93;;;;;;;;52777;-69.147.444;1.076.098.111
Kabupaten Bandung;Nilai Rata-rata Sekolah UN SMA IPA;73,37;57,12;51,29;;65,85;56,06;60,25;;;;;6332;-69.147.444;1.076.098.111
Kabupaten Bandung;Nilai Rata-rata Sekolah UN SMA IPS;66,45;53,65;57,71;;;;;52,54;49,46;55,64;;8634;-69.147.444;1.076.098.111
Kabupaten Bandung;Nilai Rata-rata Sekolah UN SMA SMK;64,77;54,89;50,3;;;;;;;;77,15;11551;-69.147.444;1.076.098.111
Kabupaten Bandung Barat;Nilai Rata-rata Sekolah UN SMP;66,45;54,61;53,71;55,9;;;;;;;;26195;-68.937.121;1.074.321.959
Kabupaten Bandung Barat;Nilai Rata-rata Sekolah UN SMA SMK;62,6;55,29;51,58;;;;;;;;78,14;5720;-68.937.121;1.074.321.959
Kabupaten Bandung Barat;Nilai Rata-rata Sekolah UN SMA IPS;67,08;53,66;57,32;;;;;52,63;49,9;56,23;;3894;-68.937.121;1.074.321.959
Kabupaten Bandung Barat;Nilai Rata-rata Sekolah UN SMA IPA;73,62;56,8;50,86;;61,7;56,07;58,08;;;;;2630;-68.937.121;1.074.321.959
Kabupaten Banggai;Nilai Rata-rata Sekolah UN SMA SMK;59,48;53,76;50,62;;;;;;;;74,85;1026;-16.408.137;1.235.504.076
Kabupaten Banggai;Nilai Rata-rata Sekolah UN SMA IPS;63,39;58,26;49,03;;;;;48,26;52,89;48,4;;1498;-16.408.137;1.235.504.076
Kabupaten Banggai;Nilai Rata-rata Sekolah UN SMA IPA;69,44;63,25;50,38;;53,96;46,83;54,74;;;;;1593;-16.408.137;1.235.504.076
Kabupaten Banggai;Nilai Rata-rata Sekolah UN SMP;67,55;57,12;53,89;57,54;;;;;;;;6293;-16.408.137;1.235.504.076
Kabupaten Banggai Kepulauan;Nilai Rata-rata Sekolah UN SMP;72,1;65,35;64,67;66,07;;;;;;;;2219;-16.408.137;1.235.504.076
Kabupaten Banggai Kepulauan;Nilai Rata-rata Sekolah UN SMA IPA;73,73;59,99;44,82;;54,36;47,82;55,75;;;;;266;-16.408.137;1.235.504.076
Kabupaten Banggai Kepulauan;Nilai Rata-rata Sekolah UN SMA IPS;65,2;54,67;51,31;;;;;56,48;58,31;51,06;;567;-16.408.137;1.235.504.076
Kabupaten Banggai Kepulauan;Nilai Rata-rata Sekolah UN SMA SMK;68,88;61,64;58;;;;;;;;76,34;337;-16.408.137;1.235.504.076
Kabupaten Banggai Laut;Nilai Rata-rata Sekolah UN SMP;71,42;68,02;64,99;64,06;;;;;;;;1244;#N/A;#N/A
Kabupaten Banggai Laut;Nilai Rata-rata Sekolah UN SMA IPA;77,79;73,25;59,09;;73,01;64,69;68,04;;;;;217;#N/A;#N/A
Kabupaten Banggai Laut;Nilai Rata-rata Sekolah UN SMA IPS;67,42;64,69;53,26;;;;;55,25;62,85;54,45;;284;#N/A;#N/A
Kabupaten Banggai Laut;Nilai Rata-rata Sekolah UN SMA SMK;70,79;58,87;62,49;;;;;;;;79,07;262;#N/A;#N/A
Kabupaten Bangka;Nilai Rata-rata Sekolah UN SMP;73,51;49,52;41,66;48,65;;;;;;;;4433;-22.884.782;1.060.640.179
Kabupaten Bangka;Nilai Rata-rata Sekolah UN SMA IPA;77,36;55,05;38,84;;41,27;45,36;48,74;;;;;617;-22.884.782;1.060.640.179
Kabupaten Bangka;Nilai Rata-rata Sekolah UN SMA IPS;69,52;43,65;36,39;;;;;37,35;51,18;43,85;;977;-22.884.782;1.060.640.179
Kabupaten Bangka;Nilai Rata-rata Sekolah UN SMA SMK;67,1;48,85;40,7;;;;;;;;77;1327;-22.884.782;1.060.640.179
Kabupaten Bangka Barat;Nilai Rata-rata Sekolah UN SMA SMK;61,22;46,31;33,54;;;;;;;;77,31;707;-22.884.782;1.060.640.179
Kabupaten Bangka Barat;Nilai Rata-rata Sekolah UN SMA IPS;66,47;48,23;31,11;;;;;35,25;47,84;40,01;;589;-22.884.782;1.060.640.179
Kabupaten Bangka Barat;Nilai Rata-rata Sekolah UN SMA IPA;71,98;52,32;29,46;;32,83;35,58;40,03;;;;;432;-22.884.782;1.060.640.179
Kabupaten Bangka Barat;Nilai Rata-rata Sekolah UN SMP;71,22;45,47;38,55;44,35;;;;;;;;2602;-22.884.782;1.060.640.179
Kabupaten Bangka Selatan;Nilai Rata-rata Sekolah UN SMP;69,68;50,13;46,59;50,11;;;;;;;;2624;-22.884.782;1.060.640.179
Kabupaten Bangka Selatan;Nilai Rata-rata Sekolah UN SMA IPA;71,03;60,04;39,74;;50,34;48,07;47,47;;;;;451;-22.884.782;1.060.640.179
Kabupaten Bangka Selatan;Nilai Rata-rata Sekolah UN SMA IPS;63,12;50,16;39,33;;;;;40,63;49,05;42,42;;453;-22.884.782;1.060.640.179
Kabupaten Bangka Selatan;Nilai Rata-rata Sekolah UN SMA SMK;62,07;48,23;40,15;;;;;;;;75,03;511;-22.884.782;1.060.640.179
Kabupaten Bangka Tengah;Nilai Rata-rata Sekolah UN SMP;72,69;46,58;39,55;46,39;;;;;;;;2207;-22.884.782;1.060.640.179
Kabupaten Bangka Tengah;Nilai Rata-rata Sekolah UN SMA IPA;75,51;45,54;32,63;;35,93;45,53;41,07;;;;;225;-22.884.782;1.060.640.179
Kabupaten Bangka Tengah;Nilai Rata-rata Sekolah UN SMA IPS;66,94;39,76;34,35;;;;;37,64;49,57;42,12;;432;-22.884.782;1.060.640.179
Kabupaten Bangka Tengah;Nilai Rata-rata Sekolah UN SMA SMK;66,29;45,77;43,43;;;;;;;;74,77;672;-22.884.782;1.060.640.179
Kabupaten Bangkalan;Nilai Rata-rata Sekolah UN SMA SMK;68,95;72,11;67,79;;;;;;;;77,37;2799;-70.306.912;1.127.450.068
Kabupaten Bangkalan;Nilai Rata-rata Sekolah UN SMA IPS;65,57;65,12;69,9;;;;;61,27;66,07;59,17;;3621;-70.306.912;1.127.450.068
Kabupaten Bangkalan;Nilai Rata-rata Sekolah UN SMA IPA;72,54;71,01;73,84;;76,61;66,02;72,92;;;;;2230;-70.306.912;1.127.450.068
Kabupaten Bangkalan;Nilai Rata-rata Sekolah UN SMP;75,81;72,76;73,84;76,5;;;;;;;;14780;-70.306.912;1.127.450.068
Kabupaten Bangli;Nilai Rata-rata Sekolah UN SMA SMK;65,2;63,34;50,27;;;;;;;;77,89;1131;-8.454.303;115.354.897
Kabupaten Bangli;Nilai Rata-rata Sekolah UN SMA IPA;81,37;83,65;81,77;;84,91;82,74;83,54;;;;;540;-8.454.303;115.354.897
Kabupaten Bangli;Nilai Rata-rata Sekolah UN SMA IPS;69,7;80,17;73,4;;;;;74,86;75,63;65,01;;330;-8.454.303;115.354.897
Kabupaten Bangli;Nilai Rata-rata Sekolah UN SMP;65,86;47,06;39,86;51,67;;;;;;;;3463;-8.454.303;115.354.897
Kabupaten Banjar;Nilai Rata-rata Sekolah UN SMA SMK;65,4;47,06;38,46;;;;;;;;73,07;1222;-73.666.667;1.085.333.333
Kabupaten Banjar;Nilai Rata-rata Sekolah UN SMA IPS;65,38;53,36;41,48;;;;;47,24;56,87;40,51;;1427;-73.666.667;1.085.333.333
Kabupaten Banjar;Nilai Rata-rata Sekolah UN SMP;74,43;63,73;54,68;63,23;;;;;;;;6838;-73.666.667;1.085.333.333
Kabupaten Banjar;Nilai Rata-rata Sekolah UN SMA IPA;73,92;62,92;60,04;;59,71;50,17;50,54;;;;;905;-73.666.667;1.085.333.333
Kabupaten Banjarnegara;Nilai Rata-rata Sekolah UN SMP;75,03;52,08;43,81;49,94;;;;;;;;13553;-7.402.706;109.681.396
Kabupaten Banjarnegara;Nilai Rata-rata Sekolah UN SMA IPA;77,81;57,93;50,82;;58,27;55;56,46;;;;;1385;-7.402.706;109.681.396
Kabupaten Banjarnegara;Nilai Rata-rata Sekolah UN SMA IPS;71,63;50,41;42,47;;;;;57,35;61,49;48,1;;1359;-7.402.706;109.681.396
Kabupaten Banjarnegara;Nilai Rata-rata Sekolah UN SMA SMK;73,86;58,72;56,81;;;;;;;;83,56;4615;-7.402.706;109.681.396
Kabupaten Bantaeng;Nilai Rata-rata Sekolah UN SMA SMK;74,58;80;73,18;;;;;;;;79,3;660;-55.169.316;1.200.202.964
Kabupaten Bantaeng;Nilai Rata-rata Sekolah UN SMA IPS;56,39;64,65;61,9;;;;;63;48,76;44,3;;997;-55.169.316;1.200.202.964
Kabupaten Bantaeng;Nilai Rata-rata Sekolah UN SMA IPA;70,26;68,93;68,47;;82,12;47,1;77,79;;;;;692;-55.169.316;1.200.202.964
Kabupaten Bantaeng;Nilai Rata-rata Sekolah UN SMP;66,63;62,03;61,54;65,77;;;;;;;;2901;-55.169.316;1.200.202.964
Kabupaten Bantul;Nilai Rata-rata Sekolah UN SMA SMK;74,67;53,11;51,69;;;;;;;;81,08;4918;-78.846.111;1.103.341.111
Kabupaten Bantul;Nilai Rata-rata Sekolah UN SMA IPS;77,01;57,91;50,4;;;;;49,85;59,84;56,16;;2243;-78.846.111;1.103.341.111
Kabupaten Bantul;Nilai Rata-rata Sekolah UN SMA IPA;81,06;63,75;51,49;;62,23;56,79;61,42;;;;;2502;-78.846.111;1.103.341.111
Kabupaten Bantul;Nilai Rata-rata Sekolah UN SMP;82,75;60,79;59,72;62,4;;;;;;;;11859;-78.846.111;1.103.341.111
Kabupaten Banyu Asin;Nilai Rata-rata Sekolah UN SMP;71,7;67,41;65,65;66,11;;;;;;;;10820;-26.095.639;1.047.520.939
Kabupaten Banyu Asin;Nilai Rata-rata Sekolah UN SMA SMK;64,1;58,33;53,54;;;;;;;;78,75;897;-26.095.639;1.047.520.939
Kabupaten Banyu Asin;Nilai Rata-rata Sekolah UN SMA IPS;69,04;56,54;66,57;;;;;56,63;63,64;58,83;;2984;-26.095.639;1.047.520.939
Kabupaten Banyu Asin;Nilai Rata-rata Sekolah UN SMA IPA;74,12;61,2;68,38;;72,06;63,06;55,07;;;;;1970;-26.095.639;1.047.520.939
Kabupaten Banyumas;Nilai Rata-rata Sekolah UN SMA IPA;80,18;60,59;48,32;;58,93;58,33;57,32;;;;;3146;-74.832.133;109.140.438
Kabupaten Banyumas;Nilai Rata-rata Sekolah UN SMA IPS;74,06;52,01;53,81;;;;;55,94;61,82;50,59;;3071;-74.832.133;109.140.438
Kabupaten Banyumas;Nilai Rata-rata Sekolah UN SMA SMK;75,46;57,02;58,44;;;;;;;;85,73;12156;-74.832.133;109.140.438
Kabupaten Banyumas;Nilai Rata-rata Sekolah UN SMP;77,3;55,13;48,43;54,29;;;;;;;;26217;-74.832.133;109.140.438
Kabupaten Banyuwangi;Nilai Rata-rata Sekolah UN SMA SMK;65,66;47,48;38,73;;;;;;;;76,37;8397;-82.186.111;1.143.669.444
Kabupaten Banyuwangi;Nilai Rata-rata Sekolah UN SMA IPS;69,16;66,19;67,44;;;;;61,18;74,52;54,29;;3989;-82.186.111;1.143.669.444
Kabupaten Banyuwangi;Nilai Rata-rata Sekolah UN SMA IPA;76,48;72,65;75,64;;80,45;68,34;67,69;;;;;4042;-82.186.111;1.143.669.444
Kabupaten Banyuwangi;Nilai Rata-rata Sekolah UN SMP;75,96;64,4;60,07;68,24;;;;;;;;24690;-82.186.111;1.143.669.444
Kabupaten Barito Kuala;Nilai Rata-rata Sekolah UN SMA SMK;67,45;47,81;35,82;;;;;;;;74,24;386;-30.714.738;1.146.667.939
Kabupaten Barito Kuala;Nilai Rata-rata Sekolah UN SMA IPS;67;56,47;44,37;;;;;48,45;59,48;45,58;;1387;-30.714.738;1.146.667.939
Kabupaten Barito Kuala;Nilai Rata-rata Sekolah UN SMP;72,53;60,77;58,31;65,98;;;;;;;;4128;-30.714.738;1.146.667.939
Kabupaten Barito Kuala;Nilai Rata-rata Sekolah UN SMA IPA;72,33;65,95;54,26;;61,83;50,73;52,84;;;;;677;-30.714.738;1.146.667.939
Kabupaten Barito Selatan;Nilai Rata-rata Sekolah UN SMA SMK;57,01;50,83;43,97;;;;;;;;79,22;269;-1.875.943;1.148.092.691
Kabupaten Barito Selatan;Nilai Rata-rata Sekolah UN SMA IPS;69,33;62,18;60,45;;;;;52,4;54,85;52,62;;757;-1.875.943;1.148.092.691
Kabupaten Barito Selatan;Nilai Rata-rata Sekolah UN SMA IPA;74,6;64,7;56,34;;58,66;62,52;62,77;;;;;375;-1.875.943;1.148.092.691
Kabupaten Barito Selatan;Nilai Rata-rata Sekolah UN SMP;72,22;68,09;62,95;65,45;;;;;;;;2254;-1.875.943;1.148.092.691
Kabupaten Barito Timur;Nilai Rata-rata Sekolah UN SMP;68,56;56,25;46,19;53,96;;;;;;;;1778;-20.123.999;115.188.916
Kabupaten Barito Timur;Nilai Rata-rata Sekolah UN SMA IPA;72,9;55,29;36,91;;39,8;39,13;42,7;;;;;273;-20.123.999;115.188.916
Kabupaten Barito Timur;Nilai Rata-rata Sekolah UN SMA IPS;65,73;47,48;37,61;;;;;38,6;47,72;45,74;;429;-20.123.999;115.188.916
Kabupaten Barito Timur;Nilai Rata-rata Sekolah UN SMA SMK;60,91;54,8;54,5;;;;;;;;76,28;385;-20.123.999;115.188.916
Kabupaten Barito Utara;Nilai Rata-rata Sekolah UN SMP;72,03;65,81;61,73;66,7;;;;;;;;2300;-0.9587136;115.094.045
Kabupaten Barito Utara;Nilai Rata-rata Sekolah UN SMA IPA;74,6;58,75;52,15;;48,65;52,55;48,65;;;;;280;-0.9587136;115.094.045
Kabupaten Barito Utara;Nilai Rata-rata Sekolah UN SMA IPS;65,52;51,55;48,42;;;;;46,26;55,7;48,75;;613;-0.9587136;115.094.045
Kabupaten Barito Utara;Nilai Rata-rata Sekolah UN SMA SMK;70,22;67,02;66,52;;;;;;;;75,96;524;-0.9587136;115.094.045
Kabupaten Barru;Nilai Rata-rata Sekolah UN SMA SMK;56,95;61,52;43,78;;;;;;;;75,69;700;-44.172.651;1.196.730.939
Kabupaten Barru;Nilai Rata-rata Sekolah UN SMA IPS;64,53;60,3;64,91;;;;;60,77;51,4;53,85;;892;-44.172.651;1.196.730.939
Kabupaten Barru;Nilai Rata-rata Sekolah UN SMA IPA;76,85;68,55;76,44;;84,98;58,98;80,94;;;;;793;-44.172.651;1.196.730.939
Kabupaten Barru;Nilai Rata-rata Sekolah UN SMP;69,59;61,2;62,19;64,5;;;;;;;;3293;-44.172.651;1.196.730.939
Kabupaten Batang;Nilai Rata-rata Sekolah UN SMP;74,02;49,71;41,97;49,46;;;;;;;;10725;-68.941.111;1.097.234.519
Kabupaten Batang;Nilai Rata-rata Sekolah UN SMA SMK;72,92;58,94;58,53;;;;;;;;86,97;3006;-68.941.111;1.097.234.519
Kabupaten Batang;Nilai Rata-rata Sekolah UN SMA IPS;69,32;55,94;47,93;;;;;68,26;67,67;48,76;;1396;-68.941.111;1.097.234.519
Kabupaten Batang;Nilai Rata-rata Sekolah UN SMA IPA;76,96;61,8;52,16;;66,19;51,66;56,33;;;;;1039;-68.941.111;1.097.234.519
Kabupaten Batang Hari;Nilai Rata-rata Sekolah UN SMA SMK;55,77;40,98;31,59;;;;;;;;76,22;781;-17.083.922;1.030.817.903
Kabupaten Batang Hari;Nilai Rata-rata Sekolah UN SMA IPS;63,42;58,08;55,14;;;;;54,29;60,3;56,31;;1238;-17.083.922;1.030.817.903
Kabupaten Batang Hari;Nilai Rata-rata Sekolah UN SMA IPA;72,78;66,47;55,24;;55,76;62,81;64,57;;;;;843;-17.083.922;1.030.817.903
Kabupaten Batang Hari;Nilai Rata-rata Sekolah UN SMP;67,15;66,58;60,24;62,02;;;;;;;;3993;-17.083.922;1.030.817.903
Kabupaten Batubara;Nilai Rata-rata Sekolah UN SMP;57,55;44,13;39,14;41,96;;;;;;;;7380;;
Kabupaten Batubara;Nilai Rata-rata Sekolah UN SMA IPA;69,67;65,82;62,78;;73,6;62,25;67,64;;;;;1749;;
Kabupaten Batubara;Nilai Rata-rata Sekolah UN SMA IPS;63,75;54,73;51,15;;;;;55,11;56,98;43,85;;1538;;
Kabupaten Batubara;Nilai Rata-rata Sekolah UN SMA SMK;48,9;43,07;28,18;;;;;;;;75,99;1525;;
Kabupaten Bekasi;Nilai Rata-rata Sekolah UN SMA IPA;74,05;61,58;59,51;;68,35;65,57;65,88;;;;;7068;-62.333.333;107
Kabupaten Bekasi;Nilai Rata-rata Sekolah UN SMA IPS;67,96;57,44;62,81;;;;;57,17;55,74;60,29;;5493;-62.333.333;107
Kabupaten Bekasi;Nilai Rata-rata Sekolah UN SMA SMK;59,47;53,94;50,85;;;;;;;;76,82;14132;-62.333.333;107
Kabupaten Bekasi;Nilai Rata-rata Sekolah UN SMP;65,74;53,69;51,08;54,38;;;;;;;;46508;-62.333.333;107
Kabupaten Belitung;Nilai Rata-rata Sekolah UN SMA SMK;65,03;45,83;36,92;;;;;;;;71,34;898;-28.708.938;1.079.531.836
Kabupaten Belitung;Nilai Rata-rata Sekolah UN SMA IPS;68,91;43,02;32,95;;;;;38,27;50,34;43,77;;516;-28.708.938;1.079.531.836
Kabupaten Belitung;Nilai Rata-rata Sekolah UN SMA IPA;76,07;48,93;35,09;;38,76;45,64;43,83;;;;;356;-28.708.938;1.079.531.836
Kabupaten Belitung;Nilai Rata-rata Sekolah UN SMP;74,46;49,32;41,57;45,67;;;;;;;;2511;-28.708.938;1.079.531.836
Kabupaten Belitung Timur;Nilai Rata-rata Sekolah UN SMA SMK;62,71;43,39;35,33;;;;;;;;73,98;437;-28.708.938;1.079.531.836
Kabupaten Belitung Timur;Nilai Rata-rata Sekolah UN SMA IPS;73,27;43,44;36,6;;;;;39,19;55,01;47,68;;359;-28.708.938;1.079.531.836
Kabupaten Belitung Timur;Nilai Rata-rata Sekolah UN SMA IPA;79,51;55,21;37,77;;42,6;48,92;48,92;;;;;206;-28.708.938;1.079.531.836
Kabupaten Belitung Timur;Nilai Rata-rata Sekolah UN SMP;75,99;49,52;44,32;49,15;;;;;;;;1705;-28.708.938;1.079.531.836
Kabupaten Belu;Nilai Rata-rata Sekolah UN SMA SMK;55,62;43,16;28,04;;;;;;;;75,55;621;-94.125.796;1.249.506.625
Kabupaten Belu;Nilai Rata-rata Sekolah UN SMA IPS;55,44;37,62;25,64;;;;;31,33;47;32,98;;1504;-94.125.796;1.249.506.625
Kabupaten Belu;Nilai Rata-rata Sekolah UN SMA IPA;64,33;42,6;28,37;;31,64;31,86;34,15;;;;;649;-94.125.796;1.249.506.625
Kabupaten Belu;Nilai Rata-rata Sekolah UN SMP;63,25;48,62;40,77;46,08;;;;;;;;3735;-94.125.796;1.249.506.625
Kabupaten Bener Meriah;Nilai Rata-rata Sekolah UN SMP;69,62;66,87;66,93;64,13;;;;;;;;2568;47.748.348;970.068.393
Kabupaten Bener Meriah;Nilai Rata-rata Sekolah UN SMA IPA;73,12;74,02;76,97;;73,74;72,4;78,6;;;;;993;47.748.348;970.068.393
Kabupaten Bener Meriah;Nilai Rata-rata Sekolah UN SMA IPS;73,94;71,88;82,3;;;;;61,26;69,27;74,36;;527;47.748.348;970.068.393
Kabupaten Bener Meriah;Nilai Rata-rata Sekolah UN SMA SMK;57,84;61,46;43,76;;;;;;;;72,32;182;47.748.348;970.068.393
Kabupaten Bengkalis;Nilai Rata-rata Sekolah UN SMP;73,96;69,6;63,1;62,32;;;;;;;;10296;14.897.222;1.020.797.222
Kabupaten Bengkalis;Nilai Rata-rata Sekolah UN SMA SMK;57,1;58,5;41,35;;;;;;;;77,75;1258;14.897.222;1.020.797.222
Kabupaten Bengkalis;Nilai Rata-rata Sekolah UN SMA IPS;60,8;58,46;53,97;;;;;56,23;54,74;43,25;;3592;14.897.222;1.020.797.222
Kabupaten Bengkalis;Nilai Rata-rata Sekolah UN SMA IPA;71,65;65,43;68,89;;77,64;67,08;69,73;;;;;2826;14.897.222;1.020.797.222
Kabupaten Bengkayang;Nilai Rata-rata Sekolah UN SMA SMK;56,99;35,91;28,06;;;;;;;;71,83;323;0.8209729;109.477.699
Kabupaten Bengkayang;Nilai Rata-rata Sekolah UN SMA IPS;66,09;60,4;49,15;;;;;53,88;58,53;52,16;;1184;0.8209729;109.477.699
Kabupaten Bengkayang;Nilai Rata-rata Sekolah UN SMP;67,67;50,4;45,31;49,56;;;;;;;;3616;0.8209729;109.477.699
Kabupaten Bengkayang;Nilai Rata-rata Sekolah UN SMA IPA;73,11;66,57;52,34;;55,32;60,42;55,33;;;;;606;0.8209729;109.477.699
Kabupaten Bengkulu Selatan;Nilai Rata-rata Sekolah UN SMA IPS;61,56;57,8;32,07;;;;;36,91;45,56;38,89;;990;-43.248.409;103.035.694
Kabupaten Bengkulu Selatan;Nilai Rata-rata Sekolah UN SMA SMK;55,48;50,78;38,08;;;;;;;;72,02;434;-43.248.409;103.035.694
Kabupaten Bengkulu Selatan;Nilai Rata-rata Sekolah UN SMA IPA;69,74;63,72;43,1;;61,52;49,8;62,11;;;;;930;-43.248.409;103.035.694
Kabupaten Bengkulu Selatan;Nilai Rata-rata Sekolah UN SMP;65,06;41,37;36,4;40,83;;;;;;;;2944;-43.248.409;103.035.694
Kabupaten Bengkulu Tengah;Nilai Rata-rata Sekolah UN SMA IPS;58,55;47,08;29,12;;;;;34,31;41,47;36,41;;598;-37.955.556;1.022.591.667
